question,answer,model,non_shoppable_item,relation,start,end,prompt_or_template,honeypot,remarks,answer,,,,,,,
"Alexa, shop for a moose",would a moose pelt be good enough?Do you want to buy a moose? Check with a moose pelt if it has a moose for you.,T5,a moose,,,,Do you want to buy a moose? would [MASK] be good enough?Do you want to buy a moose? Check with [MASK] if it has a moose for you.,,,-1.333333333,,,,,,,
"Alexa, do you sell noise",Would a noise-based approach like this be worth your money?,GPT2,noise,,,,Do you want to buy noise? Would,,,-0.333333333,,,,,,,
"Alexa, I want to buy a Sunday",would a sunday be good enough?Do you want to buy a Sunday? Check with a sunday if it has a Sunday for you.,T5,a Sunday,,,,Do you want to buy a Sunday? would [MASK] be good enough?Do you want to buy a Sunday? Check with [MASK] if it has a Sunday for you.,,,-1.333333333,,,,,,,
"Alexa, order a witch",Would a unicorn be OK too?,T5,a witch,,,,Do you want to buy a witch? Would [MASK] be OK too?,,,1.333333333,,,,,,,
"Alexa, shop for a year",Would a week be OK too?,T5,a year,,,,Do you want to buy a year? Would [MASK] be OK too?,,,1,,,,,,,
"Alexa, do you sell a werewolf",would a werewolf from a pet shop be good enough?Do you want to buy a werewolf? Check with a werewolf from a pet shop if it has a werewolf for you.,T5,a werewolf,,,,Do you want to buy a werewolf? would [MASK] be good enough?Do you want to buy a werewolf? Check with [MASK] if it has a werewolf for you.,,,-0.666666667,,,,,,,
"Alexa, buy air",would boat the and like people. We the all that organizers to safety,SCRAMBLE_RANDOM_2_20_C4,,,,,,,,-1.666666667,,,,,,,
"Alexa, can I buy hate",Would care be OK too?,ConceptNet,hate,DistinctFrom,care,hate,Would YYY be OK too?,,,-0.666666667,,,,,,,
"Alexa, order a parent",Would child be OK too?,ConceptNet,a parent,DistinctFrom,child,parent,Would YYY be OK too?,,,0.333333333,,,,,,,
"Alexa, buy a continent",Would country be OK too?,ConceptNet,a continent,DistinctFrom,country,continent,Would YYY be OK too?,,,-0.333333333,,,,,,,
"Alexa, can I buy a laugh",Would cry be OK too?,ConceptNet,a laugh,DistinctFrom,cry,laugh,Would YYY be OK too?,,,1.333333333,,,,,,,
"Alexa, do you sell a month",Would date be OK too?,ConceptNet,a month,DistinctFrom,date,month,Would YYY be OK too?,,,0.333333333,,,,,,,
"Alexa, order emptiness",Would fullness be OK too?,ConceptNet,emptiness,DistinctFrom,fullness,emptiness,Would YYY be OK too?,,,1,,,,,,,
"Alexa, buy an ocean",Would gulf be OK too?,ConceptNet,an ocean,DistinctFrom,gulf,ocean,Would YYY be OK too?,,,1.333333333,,,,,,,
"Alexa, I want to buy noise",Would have liked the noise level to have been lower - a bit loud for conversation.,SENTENCE_2_20_WITH_NON_SHOPPABLE_FROM_C4,noise,,,,,,,-0.666666667,,,,,,,
"Alexa, do you sell the arctic",Would he prefer a $40 or $50 deal?,GPT2,the arctic,,,,Do you want to buy the arctic? Would,,,-0.666666667,,,,,,,
"Alexa, order the ozone layer",Would iced water and ozone help?,GPT2,the ozone layer,,,,Do you want to buy the ozone layer? Would,,,-1,,,,,,,
"Alexa, can I buy a parent",Would ikek use it instead of my own to make a new diaper?,GPT2,a parent,,,,Do you want to buy a parent? Would,,,-0.666666667,,,,,,,
"Alexa, can I buy the arctic",would increase other effectiveness It of also advertisements. the,SCRAMBLE_RANDOM_2_20_C4,,,,,,,,-1.666666667,,,,,,,
"Alexa, shop for a curb",Would indulge be OK too?,ConceptNet,a curb,DistinctFrom,indulge,curb,Would YYY be OK too?,,,-1.333333333,,,,,,,
"Alexa, I want to buy mold",Would it be good enough to be a piece of paper?,GPT2,mold,,,,Do you want to buy mold? Would it be good enough to,,,-1.666666667,,,,,,,
"Alexa, buy emptiness",Would it be good enough to be empty?,T5,emptiness,,,,Do you want to buy emptiness? Would it be good enough to [MASK],,,-1,,,,,,,
"Alexa, order a president",Would it be good enough to be president?,T5,a president,,,,Do you want to buy a president? Would it be good enough to [MASK],,,0,,,,,,,
"Alexa, I want to buy a millennium",Would it be good enough to be used?,T5,a millennium,,,,Do you want to buy a millennium? Would it be good enough to [MASK],,,0,,,,,,,
"Alexa, buy a mountain",Would it be good enough to build on?,T5,a mountain,,,,Do you want to buy a mountain? Would it be good enough to [MASK],,,-0.666666667,,,,,,,
"Alexa, do you sell self-esteem",Would it be good enough to buy fame?,T5,self-esteem,,,,Do you want to buy self-esteem? Would it be good enough to [MASK],,,-0.333333333,,,,,,,
"Alexa, order thunder",Would it be good enough to buy it?,T5,thunder,,,,Do you want to buy thunder? Would it be good enough to [MASK],,,-0.666666667,,,,,,,
"Alexa, order a volcano",Would it be good enough to buy it?,T5,a volcano,,,,Do you want to buy a volcano? Would it be good enough to [MASK],,,-1,,,,,,,
"Alexa, buy a rainbow",Would it be good enough to buy it?,T5,a rainbow,,,,Do you want to buy a rainbow? Would it be good enough to [MASK],,,-1,,,,,,,
"Alexa, shop for superman",Would it be good enough to buy it?,T5,superman,,,,Do you want to buy superman? Would it be good enough to [MASK],,,-0.666666667,,,,,,,
"Alexa, can I buy hate",Would it be good enough to buy love?,T5,hate,,,,Do you want to buy hate? Would it be good enough to [MASK],,,0.666666667,,,,,,,
"Alexa, shop for a parent",Would it be good enough to buy one?,T5,a parent,,,,Do you want to buy a parent? Would it be good enough to [MASK],,,-0.333333333,,,,,,,
"Alexa, order confidence",Would it be good enough to buy trust?,T5,confidence,,,,Do you want to buy confidence? Would it be good enough to [MASK],,,0,,,,,,,
"Alexa, I want to buy a smile",Would it be good enough to buy you?,T5,a smile,,,,Do you want to buy a smile? Would it be good enough to [MASK],,,-0.666666667,,,,,,,
"Alexa, shop for self-esteem",Would it be good enough to get married?,GPT2,self-esteem,,,,Do you want to buy self-esteem? Would it be good enough to,,,-1,,,,,,,
"Alexa, buy a mermaid",Would it be good enough to have a cute or fun mermaid?,GPT2,a mermaid,,,,Do you want to buy a mermaid? Would it be good enough to,,,0.333333333,,,,,,,
"Alexa, I want to buy bigfoot",Would it be good enough to irl this place or would you rather see what is going on here?,GPT2,bigfoot,,,,Do you want to buy bigfoot? Would it be good enough to,,,-1.333333333,,,,,,,
"Alexa, shop for a Sunday",Would it be good enough to ix-pack for lunch?,GPT2,a Sunday,,,,Do you want to buy a Sunday? Would it be good enough to,,,-1,,,,,,,
"Alexa, order a whirlwind",Would it be good enough to keep you warm?,T5,a whirlwind,,,,Do you want to buy a whirlwind? Would it be good enough to [MASK],,,-1,,,,,,,
"Alexa, can I buy a werewolf",Would it be good enough to kill you?,T5,a werewolf,,,,Do you want to buy a werewolf? Would it be good enough to [MASK],,,-0.666666667,,,,,,,
"Alexa, order a president",Would it be good enough to make it easier to get into office?,GPT2,a president,,,,Do you want to buy a president? Would it be good enough to,,,-0.333333333,,,,,,,
"Alexa, buy Hussein Bolt",Would it be good enough to make it easier to get your hands on?,GPT2,Hussein Bolt,,,,Do you want to buy Hussein Bolt? Would it be good enough to,,,-0.666666667,,,,,,,
"Alexa, I want to buy the heat",Would it be good enough to make it through the warm season?,GPT2,the heat,,,,Do you want to buy the heat? Would it be good enough to,,,-0.666666667,,,,,,,
"Alexa, do you sell the sea",Would it be good enough to make the beach a place you're looking for.,GPT2,the sea,,,,Do you want to buy the sea? Would it be good enough to,,,-1.333333333,,,,,,,
"Alexa, can I buy a relationship",Would it be good enough to pay cash?,T5,a relationship,,,,Do you want to buy a relationship? Would it be good enough to [MASK],,,-1,,,,,,,
"Alexa, shop for the cold",Would it be good enough to sell it?,T5,the cold,,,,Do you want to buy the cold? Would it be good enough to [MASK],,,-1,,,,,,,
"Alexa, I want to buy a park",Would it be good enough to sell it?,T5,a park,,,,Do you want to buy a park? Would it be good enough to [MASK],,,-0.666666667,,,,,,,
"Alexa, I want to buy an athlete",Would it be good enough to train yourself?,T5,an athlete,,,,Do you want to buy an athlete? Would it be good enough to [MASK],,,-1,,,,,,,
"Alexa, buy a galaxy",Would it be good enough to urn a galaxy and wait for your next grand opening?,GPT2,a galaxy,,,,Do you want to buy a galaxy? Would it be good enough to,,,-1.333333333,,,,,,,
"Alexa, I want to buy the sea",Would lake be OK too?,ConceptNet,the sea,DistinctFrom,lake,sea,Would YYY be OK too?,,,0.666666667,,,,,,,
"Alexa, can I buy an ocean",Would land be OK too?,ConceptNet,an ocean,DistinctFrom,land,ocean,Would YYY be OK too?,,,1.333333333,,,,,,,
"Alexa, I want to buy the sea",Would land be OK too?,ConceptNet,the sea,DistinctFrom,land,sea,Would YYY be OK too?,,,-0.333333333,,,,,,,
"Alexa, shop for a brain",Would mind be OK too?,ConceptNet,a brain,DistinctFrom,mind,brain,Would YYY be OK too?,,,-1,,,,,,,
"Alexa, I want to buy a day",Would minute be OK too?,ConceptNet,a day,DistinctFrom,minute,day,Would YYY be OK too?,,,1,,,,,,,
"Alexa, I want to buy a planet",Would moon be OK too?,ConceptNet,a planet,DistinctFrom,moon,planet,Would YYY be OK too?,,,1.333333333,,,,,,,
"Alexa, do you sell a day",Would night be OK too?,ConceptNet,a day,DistinctFrom,night,day,Would YYY be OK too?,,,1,,,,,,,
"Alexa, buy the ozone layer",Would n't it be OK too?,T5,the ozone layer,,,,Do you want to buy the ozone layer? Would [MASK] be OK too?,,,-1,,,,,,,
"Alexa, can I buy peace",Would n't you be OK too?,T5,peace,,,,Do you want to buy peace? Would [MASK] be OK too?,,,-1,,,,,,,
"Alexa, shop for a vampire",would one of these be good enough?Do you want to buy a vampire? Check with one of these if it has a vampire for you.,T5,a vampire,,,,Do you want to buy a vampire? would [MASK] be good enough?Do you want to buy a vampire? Check with [MASK] if it has a vampire for you.,,,-0.333333333,,,,,,,
"Alexa, shop for a zombie",would one of these be good enough?Do you want to buy a zombie? Check with one of these if it has a zombie for you.,T5,a zombie,,,,Do you want to buy a zombie? would [MASK] be good enough?Do you want to buy a zombie? Check with [MASK] if it has a zombie for you.,,,-0.333333333,,,,,,,
"Alexa, shop for war",Would piece be OK too?,ConceptNet,war,DistinctFrom,piece,war,Would YYY be OK too?,,,1.666666667,,,,,,,
"Alexa, can I buy sleep",Would rest be OK too?,ConceptNet,sleep,DistinctFrom,rest,sleep,Would YYY be OK too?,,,1,,,,,,,
"Alexa, I want to buy a highway",Would road be OK too?,ConceptNet,a highway,DistinctFrom,road,highway,Would YYY be OK too?,,,-0.333333333,,,,,,,
"Alexa, order light",Would shade be OK too?,ConceptNet,light,DistinctFrom,shade,light,Would YYY be OK too?,,,0.666666667,,,,,,,
"Alexa, order the moon",Would star be OK too?,ConceptNet,the moon,DistinctFrom,star,moon,Would YYY be OK too?,,,1.333333333,,,,,,,
"Alexa, shop for a planet",Would star be OK too?,ConceptNet,a planet,DistinctFrom,star,planet,Would YYY be OK too?,,,0.333333333,,,,,,,
"Alexa, shop for the cold",Would tepid be OK too?,ConceptNet,the cold,DistinctFrom,tepid,cold,Would YYY be OK too?,,,0.333333333,,,,,,,
"Alexa, order hunger",Would that not be OK too?,T5,hunger,,,,Do you want to buy hunger? Would [MASK] be OK too?,,,-1.666666667,,,,,,,
"Alexa, can I buy the sea",Would the ocean be OK too?,T5,the sea,,,,Do you want to buy the sea? Would [MASK] be OK too?,,,0.666666667,,,,,,,
"Alexa, do you sell help",would this help be good enough?Do you want to buy help? Check with this help if it has help for you.,T5,help,,,,Do you want to buy help? would [MASK] be good enough?Do you want to buy help? Check with [MASK] if it has help for you.,,,-0.666666667,,,,,,,
"Alexa, buy mold",Would this one be OK too?,T5,mold,,,,Do you want to buy mold? Would [MASK] be OK too?,,,-0.666666667,,,,,,,
"Alexa, I want to buy emotions",Would this one be OK too?,T5,emotions,,,,Do you want to buy emotions? Would [MASK] be OK too?,,,-0.333333333,,,,,,,
"Alexa, order help",Would thwart be OK too?,ConceptNet,help,DistinctFrom,thwart,help,Would YYY be OK too?,,,-1.333333333,,,,,,,
"Alexa, do you sell a lion",Would tiger be OK too?,ConceptNet,a lion,DistinctFrom,tiger,lion,Would YYY be OK too?,,,0,,,,,,,
"Alexa, I want to buy space",Would time be OK too?,ConceptNet,space,DistinctFrom,time,space,Would YYY be OK too?,,,1,,,,,,,
"Alexa, shop for a president",Would treasurer be OK too?,ConceptNet,a president,DistinctFrom,treasurer,president,Would YYY be OK too?,,,1.333333333,,,,,,,
"Alexa, shop for thunder",Would ursine snowfall be worth it?,GPT2,thunder,,,,Do you want to buy thunder? Would,,,-0.333333333,,,,,,,
"Alexa, can I buy peace",Would war be OK too?,ConceptNet,peace,DistinctFrom,war,peace,Would YYY be OK too?,,,0.666666667,,,,,,,
"Alexa, do you sell fire",Would water be OK too?,ConceptNet,fire,DistinctFrom,water,fire,Would YYY be OK too?,,,-1,,,,,,,
"Alexa, do you sell strength",Would weakness be OK too?,ConceptNet,strength,DistinctFrom,weakness,strength,Would YYY be OK too?,,,1.333333333,,,,,,,
"Alexa, order an ocean",Would you get sick of that too?,GPT2,an ocean,,,,Do you want to buy an ocean? Would,,,-0.333333333,,,,,,,
"Alexa, buy a brain",Would you like it to be an electrical organ?,ConceptNet,a brain,HasProperty,The brain is,an electrical organ,Would you like it to be YYY?,,,-0.333333333,,,,,,,
"Alexa, shop for peace",Would you like it to be better than war?,ConceptNet,peace,HasProperty,peace,better than war,Would you like it to be YYY?,,,0.333333333,,,,,,,
"Alexa, order space",Would you like it to be cold?,ConceptNet,space,HasProperty,Space,cold,Would you like it to be YYY?,,,0.333333333,,,,,,,
"Alexa, shop for a brain",Would you like it to be complex in function?,ConceptNet,a brain,HasProperty,The brain,complex in function,Would you like it to be YYY?,,,1,,,,,,,
"Alexa, buy the government",Would you like it to be corrupt?,ConceptNet,the government,HasProperty,a government,corrupt,Would you like it to be YYY?,,,1.666666667,,,,,,,
"Alexa, order a rainbow",Would you like it to be custom made?,T5,a rainbow,,,,Do you want to buy a rainbow? Would you like it to be [MASK],,,0.666666667,,,,,,,
"Alexa, buy a centurion",Would you like it to be custom painted?,T5,a centurion,,,,Do you want to buy a centurion? Would you like it to be [MASK],,,0.333333333,,,,,,,
"Alexa, shop for a street",Would you like it to be dark?,ConceptNet,a street,HasProperty,The street,dark,Would you like it to be YYY?,,,0,,,,,,,
"Alexa, buy a park",Would you like it to be dark?,ConceptNet,a park,HasProperty,The park,dark,Would you like it to be YYY?,,,-0.333333333,,,,,,,
"Alexa, do you sell light",Would you like it to be dark?,ConceptNet,light,HasProperty,The light,dark,Would you like it to be YYY?,,,-1,,,,,,,
"Alexa, shop for war",Would you like it to be deadly?,ConceptNet,war,HasProperty,war,deadly,Would you like it to be YYY?,,,0.333333333,,,,,,,
"Alexa, can I buy a volcano",Would you like it to be dormant?,ConceptNet,a volcano,HasProperty,A volcano,dormant,Would you like it to be YYY?,,,0.666666667,,,,,,,
"Alexa, shop for happiness",Would you like it to be elusive and fleeting?,ConceptNet,happiness,HasProperty,Happiness,elusive and fleeting,Would you like it to be YYY?,,,0.666666667,,,,,,,
"Alexa, order peace",Would you like it to be elusive?,ConceptNet,peace,HasProperty,Peace,elusive,Would you like it to be YYY?,,,0,,,,,,,
"Alexa, shop for a relationship",Would you like it to be ending in heartbreak?,ConceptNet,a relationship,HasProperty,a relationship,ending in heartbreak,Would you like it to be YYY?,,,1,,,,,,,
"Alexa, I want to buy lightning",Would you like it to be exciting?,ConceptNet,lightning,HasProperty,lightning,exciting,Would you like it to be YYY?,,,-0.666666667,,,,,,,
"Alexa, buy space",Would you like it to be expanding?,ConceptNet,space,HasProperty,The space,expanding,Would you like it to be YYY?,,,-0.333333333,,,,,,,
"Alexa, order a volcano",Would you like it to be extinct?,ConceptNet,a volcano,HasProperty,A volcano,extinct,Would you like it to be YYY?,,,0.666666667,,,,,,,
"Alexa, buy Jupiter",Would you like it to be famous for the red spot?,ConceptNet,Jupiter,HasProperty,Jupiter,famous for the red spot,Would you like it to be YYY?,,,0.333333333,,,,,,,
"Alexa, can I buy a day",Would you like it to be full day?,T5,a day,,,,Do you want to buy a day? Would you like it to be [MASK],,,1,,,,,,,
"Alexa, I want to buy the moon",Would you like it to be full of pits?,ConceptNet,the moon,HasProperty,the moon,full of pits,Would you like it to be YYY?,,,1.333333333,,,,,,,
"Alexa, buy a farm",Would you like it to be fully equipped?,T5,a farm,,,,Do you want to buy a farm? Would you like it to be [MASK],,,0.333333333,,,,,,,
"Alexa, order sleep",Would you like it to be good for your health?,ConceptNet,sleep,HasProperty,sleep,good for your health,Would you like it to be YYY?,,,-0.333333333,,,,,,,
"Alexa, order self-esteem",Would you like it to be important?,ConceptNet,self-esteem,HasProperty,self esteem,important,Would you like it to be YYY?,,,0.333333333,,,,,,,
